"codreg";"subcreg";"coddist";"codserv";"tiposerv";"nomserv";"dire";"dccion";"telef";"email";"area";"unrocons";"unroficha";"activo";"unrolabo";"codigoesta";"observ";"desdemes";"desdeano";"latitud";"longitud";"receta"
"10";".";"001";"A31";"HP";"SANATORIO SAN CARLOS";"";"";"";"";"0";"0";"0";"1";"0";"10001A31";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A32";"HP";"CLINICA LA FAMILIA-CEPEP";"";"";"";"";"0";"0";"0";"1";"0";"10001A32";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"002";"A33";"HP";"SANATORIO HIRLANDO GODOY";"";"";"";"";"0";"0";"0";"1";"0";"10002A33";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"002";"A34";"HP";"SANATORIO SAGRADA FAMILIA";"";"";"";"";"0";"0";"0";"1";"0";"10002A34";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"002";"A35";"HP";"SANATORIO SAN CAMILO";"";"";"";"";"0";"0";"0";"1";"0";"10002A35";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"002";"A36";"HP";"SANATORIO SAN PEDRO";"";"";"";"";"0";"0";"0";"1";"0";"10002A36";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"005";"A37";"HP";"SANATORIO LA AMISTAD";"";"";"";"";"0";"0";"0";"1";"0";"10005A37";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"009";"A38";"HP";"SANATORIO YGUAZU";"";"";"";"";"0";"0";"0";"1";"0";"10009A38";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"011";"A39";"HP";"CONSULTORIO OBSTETRICO";"";"";"";"";"0";"0";"0";"1";"0";"10011A39";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"011";"A40";"HP";"SANATORIO SAN RAMON";"";"";"";"";"0";"0";"0";"1";"0";"10011A40";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"013";"A41";"HP";"CENTRO MEDICO DEL SOL";"";"";"";"";"0";"0";"0";"1";"0";"10013A41";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"013";"A42";"HP";"SANATORIO CORAZON DE JESUS";"";"";"";"";"0";"0";"0";"1";"0";"10013A42";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"013";"A43";"HP";"SANATORIO SANTA RITA";"";"";"";"";"0";"0";"0";"1";"0";"10013A43";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"013";"A45";"HP";"MEDICAL CENTER";"";"";"";"";"0";"0";"0";"1";"0";"10013A45";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"014";"A47";"HP";"SANATORIO UNIMED";"";"";"";"";"0";"0";"0";"1";"0";"10014A47";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"018";"A48";"HP";"CLINICA SAN ALBERTO";"";"";"";"";"0";"0";"0";"1";"0";"10018A48";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"018";"A49";"HP";"CLINICA SAN GABRIEL";"";"";"";"";"0";"0";"0";"1";"0";"10018A49";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"018";"A50";"HP";"CLINICA BUEN JESUS";"";"";"";"";"0";"0";"0";"1";"0";"10018A50";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"08";".";"006";"408";"USF";"USF- CURUPAYTY - ESTANDAR";"DR. HECTOR GILL";"";"0781 - 283 - 275";"";"1";"23811";"0";"1";"0";"08006408";"          S.01595/18          
EXPTE. N° 107/2012      ";"9";"2012";"-26.8141944";"-56.8783889";"2"
"04";".";"001";"352";"PS";"USF ROSADO - SATELITE";"";"";"(0981)741869";"";"1";"4761";"0";"1";"0";"04001352";"          SIMESE 92519/2015- RECONVERSION A P.S.
SIMESE 54586/2015- RECONVERSION A USF
EXPTE. N° 300      ";"8";"2015";"-25.8415556";"-56.4625556";"2"
"10";".";"020";"499";"PS";"P.S. SANTIAGO MARTINEZ";"";".";"0984-471505";".";"1";"8622";"0";"1";"0";"10020499";"          SIMESE N° 1243/2013      ";"9";"2010";"-25.2488333";"-54.8509167";"2"
"10";".";"017";"351";"PS";"P.S. GENERAL DÍAZ";"";"";"N/T";"";"1";"4417";"0";"1";"0";"10017351";"                ";"1";"2000";"-24.9833056";"-54.7247778";"2"
"01";".";"004";"315";"USFE";"USF. JHUGUA POI - ESTÁNDAR";"";"";"N/T";"";"1";"27879";"0";"1";"0";"01004315";"          EXPTE. N° 369/2011      ";"10";"2011";"-23.2098889";"-57.2403611";"2"
"07";".";"006";"304";"PS";"P.S. NUEVA ALBORADA";"";"";"";"";"1";"10559";"0";"1";"0";"07006304";"                ";"1";"2000";"-27.2667515";"-55.6853777";"2"
"09";".";"006";"294";"USF";"USF- ESCOBAR";"";"";"531230040";"";"1";"8759";"0";"1";"0";"09006294";"Expte. N° 77/2012";"3";"2012";"-25.6435278";"-57.0382222";"2"
"11";".";"003";"A02";"HP";"SANATORIO DA VINCI";"";"";"";"";"0";"0";"0";"1";"0";"11003A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"009";"A13";"HP";"SANATORIO NUESTRA SEÑORA DE LA PAZ";"";"";"";"";"0";"0";"0";"1";"0";"11009A13";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A56";"HP";"SANATORIO SANTA LUCIA";"";"";"";"";"0";"0";"0";"1";"0";"10001A51";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"002";"A01";"HP";"SANATORIO CRUZ VIDA";"";"";"";"";"0";"0";"0";"1";"0";"11002A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"03";".";"005";"332";"USF";"USF. FULGENCIO YEGROS - ESTÁNDAR ";"";".";"N/T";".";"1";"21910";"600";"1";"0";"03005332";"                ";"9";"2010";"-25.2767500";"-56.8658056";"2"
"11";".";"003";"A03";"HP";"SANATORIO METROPOLITANO";"";"";"";"";"0";"0";"0";"1";"0";"11003A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"003";"A04";"HP";"SANATORIO SAN NICOLAS";"";"";"";"";"0";"0";"0";"1";"0";"11003A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"003";"A05";"HP";"SANATORIO SAN SEBASTIAN";"";"";"";"";"0";"0";"0";"1";"0";"11003A05";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"003";"A06";"HP";"SANATORIO SEMEI";"";"";"";"";"0";"0";"0";"1";"0";"11003A06";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"003";"A07";"HP";"SANATORIO SOSA";"";"";"";"";"0";"0";"0";"1";"0";"11003A07";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"004";"A08";"HP";"CENTRO PRIVADO SANTA ANA";"";"";"";"";"0";"0";"0";"1";"0";"11004A08";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"004";"A09";"HP";"UNIDAD DE TRATAMIENTOS MEDICOS";"";"";"";"";"0";"0";"0";"1";"0";"11004A09";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"12";".";"002";"339";"PS";"P.S. LOMAS";"VIVIANA MOREL";"";"";"";"1";"5925";"0";"1";"0";"12002339";"          SIMESE 70198/2015 - REACTIVACION Y PASA A SER P.S.
SIMESE 31966/2014      ";"6";"2015";"-26.1620420";"-58.0962500";"2"
"11";".";"005";"A10";"HP";"SANATORIO SAN BLAS";"";"";"";"";"0";"0";"0";"1";"0";"11005A10";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"008";"A11";"HP";"SANATORIO FERNANDEZ";"";"";"";"";"0";"0";"0";"1";"0";"11008A11";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"009";"A12";"HP";"SANATORIO INTERNACIONAL";"";"";"";"";"0";"0";"0";"1";"0";"11009A12";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"009";"A14";"HP";"SANATORIO UNIMEDIC";"";"";"";"";"0";"0";"0";"1";"0";"11009A14";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"12";".";"013";"334";"PS";"P.S. POTRERO GONZÁLEZ";"";"";"";"";"1";"756";"0";"1";"0";"12013334";"                ";"1";"2000";"-26.8694060";"-57.6605420";"2"
"11";".";"010";"A15";"HP";"SANATORIO LA PAZ";"";"";"";"";"0";"0";"0";"1";"0";"11010A15";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"010";"A16";"HP";"SANATORIO LIBERTAD";"";"";"";"";"0";"0";"0";"1";"0";"11010A16";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"014";"A17";"HP";"CLINICA CABRAL";"";"";"";"";"0";"0";"0";"1";"0";"11014A17";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"014";"A18";"HP";"SANATORIO CHRISTIAN";"";"";"";"";"0";"0";"0";"1";"0";"11014A18";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"014";"A19";"HP";"SANATORIO MAINCOOP";"";"";"";"";"0";"0";"0";"1";"0";"11014A19";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"014";"A20";"HP";"SANATORIO SAN JOSE";"";"";"";"";"0";"0";"0";"1";"0";"11014A20";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"014";"A21";"HP";"SANATORIO SANTA CATALINA";"";"";"";"";"0";"0";"0";"1";"0";"11014A21";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"014";"A22";"HP";"SANATORIO SANTO DOMINGO";"";"";"";"";"0";"0";"0";"1";"0";"11014A22";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"014";"A23";"HP";"SANATORIO DEL SUR";"";"";"";"";"0";"0";"0";"1";"0";"11014A23";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"12";".";"001";"A01";"HP";"CENTRO MEDICO SAN RAFAEL";"";"";"";"";"0";"0";"0";"1";"0";"12001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"12";".";"001";"A02";"HP";"SANATORIO SAN MARCOS";"";"";"";"";"0";"0";"0";"1";"0";"12001A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"07";".";"008";"330";"USF";"USF- CRISTO REY";"";"";"N/T";"";"1";"38713";"0";"1";"0";"07008330";"Expte. N° 389/2011";"10";"2011";"-27.1658730";"-56.4509130";"2"
"13";".";"001";"A01";"HP";"SANATORIO SAN FRANCISCO";"";"";"";"";"0";"0";"0";"1";"0";"13001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"17";".";"001";"343";"PS";"P.S. SAN CARLOS";"";"";"N/T";"";"1";"645";"0";"1";"0";"17001343";"                ";"1";"2000";"-20.7817000";"-58.4778000";"2"
"02";"SUR";"015";"354";"USF";"USF. 12 DE JUNIO - ESTÁNDAR ";"";"";"0971-167767 / 0982-692033";"";"1";"15333";"0";"1";"0";"02015354";"          Expte. 142/2012      ";"4";"2012";"-24.8955000";"-56.3321389";"2"
"13";".";"001";"A02";"HP";"SANATORIO PEREZ SALUM";"";"";"";"";"0";"0";"0";"1";"0";"13001A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"13";".";"001";"A03";"HP";"HOSPITAL VIVA VIDA";"";"";"";"";"0";"0";"0";"1";"0";"13001A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"003";"369";"USF";"USF- VILLA OFELIA";"MA. LOURDES ORTELLADO MAIDANA";"";NULL;"";"1";"8675";"742";"1";"0";"11003369";"Expte. N° 61/2012... anteriormente llamada Sta. Teresa I";"5";"2011";"-25.3071500";"-57.5360240";"2"
"17";".";"005";"602";"DI";"D.I.  PUERTO. ESPERANZA";"";"";"";"";"1";"111";"0";"1";"0";"17005602";"          SIMESE 70887/16      ";"5";"2016";NULL;NULL;"2"
"13";".";"001";"A04";"HP";"SANATORIO SAN LUCAS";"";"";"";"";"0";"0";"0";"1";"0";"13001A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"09";".";"003";"315";"PS";"P.S. MONTIEL POTRERO";"";"";"971914586";"";"1";"235";"0";"1";"0";"09003315";"                ";"1";"2000";"-25.8568611";"-57.3246667";"2"
"13";".";"002";"A05";"HP";"CLINICA BELLA VIDA";"";"";"";"";"0";"0";"0";"1";"0";"13002A05";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"13";".";"003";"A06";"HP";"CLINICA SAN JUAN";"";"";"";"";"0";"0";"0";"1";"0";"13003A06";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"13";".";"003";"A07";"HP";"CLINICA SAN MIGUEL";"";"";"";"";"0";"0";"0";"1";"0";"13003A07";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"14";".";"001";"A01";"HP";"CENTRO MEDICO FAMILIAR";"";"";"";"";"0";"0";"0";"1";"0";"14001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"14";".";"002";"A02";"HP";"HOSPITAL SAN FRANCISCO";"";"";"";"";"0";"0";"0";"1";"0";"14002A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"14";".";"003";"A03";"HP";"CENTRO MEDICO CURUGUATY";"";"";"";"";"0";"0";"0";"1";"0";"14003A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"14";".";"003";"A04";"HP";"SANATORIO FLORIANO IRALA";"";"";"";"";"0";"0";"0";"1";"0";"14003A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"15";".";"004";"619";"DI";"D.I. KARAJA VUELTA";".";".";".";".";"1";"323";"0";"1";"0";"15004619";"                ";"1";"2010";NULL;NULL;"2"
"14";".";"007";"A05";"HP";"CENTRO MEDICO NUESTRA SEÑORA DE GUADALUPE";"";"";"";"";"0";"0";"0";"1";"0";"14007A05";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"14";".";"008";"A06";"HP";"CENTRO MEDICO SAN LUIS";"";"";"";"";"0";"0";"0";"1";"0";"14008A06";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"14";".";"008";"A07";"HP";"CLINICA SANTA RITA";"";"";"";"";"0";"0";"0";"1";"0";"14008A07";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"15";".";"007";"315";"PS";"P.S. AVALOS SANCHEZ";"";"";"";"";"1";"7";"0";"1";"0";"15006315";"          solicitud enviada por correo al Lic. Espinoza (07/04/17)      ";"4";"2017";NULL;NULL;"2"
"15";".";"006";"341";"PS";"P.S. COMANDANTE OSCAR OTAZU";"";"";"";"";"1";"0";"0";"2";"0";"15006341";"                ";"1";"2000";NULL;NULL;"2"
"14";".";"009";"A08";"HP";"CENTRO MEDICO PRONTO SOCORRO";"";"";"";"";"0";"0";"0";"1";"0";"14009A08";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"15";".";"004";"A01";"HP";"CENTRO MEDICO SAN MARCOS";"";"";"";"";"0";"0";"0";"1";"0";"15004A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"004";"362";"PS";"P.S. NUEVA ESPERANZA";"";"";"LIC CINTHIA 0961 339883";"";"1";"1085";"0";"1";"0";"11004362";"                ";"1";"2000";"-25.4970250";"-57.4362611";"2"
"15";".";"004";"A02";"HP";"SANATORIO NTRA SRA DE LA VICTORIA";"";"";"";"";"0";"0";"0";"1";"0";"15004A2";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"15";".";"007";"A03";"HP";"CLINICA LA ESPERANZA";"";"";"";"";"0";"0";"0";"1";"0";"15007A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"15";".";"007";"A04";"HP";"HOSPITAL PARA TODO";"";"";"";"";"0";"0";"0";"1";"0";"15007A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A01";"HP";"CENTRO MEDICO BAUTISTA";"";"";"";"";"0";"0";"0";"1";"0";"18001A01";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A02";"HP";"CENTRO MEDICO LA COSTA";"";"";"";"";"0";"0";"0";"1";"0";"18001A02";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A03";"HP";"CENTRO MEDICO SAN AGUSTIN";"";"";"";"";"0";"0";"0";"1";"0";"18001A03";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A04";"HP";"CLINICA DELTA";"";"";"";"";"0";"0";"0";"1";"0";"18001A04";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A05";"HP";"HOSPITAL SAMARITANO";"";"";"";"";"0";"0";"0";"1";"0";"18001A05";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A06";"HP";"HOSPITAL UNIVERSITARIO";"";"";"";"";"0";"0";"0";"1";"0";"18001A06";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A07";"HP";"SANATORIO ADVENTISTA";"";"";"";"";"0";"0";"0";"1";"0";"18001A07";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A08";"HP";"SANATORIO AMERICANO";"";"";"";"";"0";"0";"0";"1";"0";"18001A08";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A09";"HP";"SANATORIO AMSA";"";"";"";"";"0";"0";"0";"1";"0";"18001A09";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A10";"HP";"SANATORIO SAN BENIGNO";"";"";"";"";"0";"0";"0";"1";"0";"18001A10";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A11";"HP";"SANATORIO BRITANICO";"";"";"";"";"0";"0";"0";"1";"0";"18001A11";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A12";"HP";"SANATORIO ESPAÑOL";"";"";"";"";"0";"0";"0";"1";"0";"18001A12";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A13";"HP";"SANATORIO ITALIANO";"";"";"";"";"0";"0";"0";"1";"0";"18001A13";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A14";"HP";"SANATORIO MEDICIS";"";"";"";"";"0";"0";"0";"1";"0";"18001A14";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A15";"HP";"SANATORIO MIGONE";"";"";"";"";"0";"0";"0";"1";"0";"18001A15";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A16";"HP";"SANATORIO SAN LUCAS";"";"";"";"";"0";"0";"0";"1";"0";"18001A16";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A17";"HP";"SANATORIO SAN MARTIN";"";"";"";"";"0";"0";"0";"1";"0";"18001A17";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A18";"HP";"SANATORIO SANTA BARBARA";"";"";"";"";"0";"0";"0";"1";"0";"18001A18";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"12";".";"009";"344";"PS";"P.S. POTRERO PINDURÁ";"";"";"BLANCA CHAVEZ 85-121685";"";"1";"2922";"0";"1";"0";"12009344";"                ";"1";"2000";"-27.2561500";"-57.5540420";"2"
"09";".";"011";"348";"USF";"USF- MBOI CAÉ";"";"";"985368126";"";"1";"9619";"0";"1";"0";"09011348";"Expte. N° 77/2012";"1";"2000";"-26.2915278";"-56.9501944";"2"
"03";".";"008";"212";"CS";"C.S. ISLA PUCU";"DR. MARCOS VILLALBA";"16 OFICIALES Y MY. VERA";"0525 20011";"";"1";"22512";"348";"1";"0";"03008212";"          Expte. N° 359/2011
SIMESE 1375/2013      ";"12";"2013";"-25.3069070";"-56.8993350";"2"
"17";".";"001";"330";"PS";"P.S. TORO PAMPA";"";"";"N/T";"";"1";"1074";"0";"1";"0";"17001330";"                ";"1";"2000";"-21.0236111";"-58.4857222";"2"
"03";".";"009";"A09";"HP";"HOSPITAL MENNONITA KM81";"";"";"";"";"0";"0";"0";"1";"0";"03009A09";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"04";".";"007";"203";"HD";"H.D. - COLONIA INDEPENDENCIA";"DRA. NATALIA ALMADA OCAMPOS";"Avda. Vicepresidente Argaña. Bo. Las Mercedes";"0548265215";"";"1";"163766";"4088";"1";"3531";"04007203";"SIMESE 71217/16";"1";"2000";"-25.7167520";"-56.2224480";"2"
"04";".";"001";"A08";"HP";"CLINICA DE NEUROCIENCIAS GUAIREÑA";"";"";"";"";"0";"0";"0";"1";"0";"04001A08";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"04";".";"001";"A09";"HP";"SANATORIO MODELO";"";"";"";"";"0";"0";"0";"1";"0";"04001A09";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"05";".";"011";"A24";"HP";"ASOCIACION CIVIL VIDA SANA";"";"";"";"";"0";"0";"0";"1";"0";"05011A24";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"06";".";"007";"A04";"HP";"CONSULTORIO MEDICO FAMILIAR";"";"";"";"";"0";"0";"0";"1";"0";"05007A04";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"09";".";"015";"A04";"HP";"CLINICA SAN BUENAVENTURA";"";"";"";"";"0";"0";"0";"1";"0";"09015A04";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"09";".";"015";"A05";"HP";"CONSULTORIO DR LEGUIZAMON";"";"";"";"";"0";"0";"0";"1";"0";"09015A05";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A51";"HP";"CENTRO CARDIOVASCULAR";"";"";"";"";"0";"0";"0";"1";"0";"10001A51";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A52";"HP";"POLICLINICA";"";"";"";"";"0";"0";"0";"1";"0";"10001A52";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A53";"HP";"ENDOTERAPIA";"";"";"";"";"0";"0";"0";"1";"0";"10001A53";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"10";".";"001";"A55";"HP";"CONSULTORIO DR SEGOVIA";"";"";"";"";"0";"0";"0";"1";"0";"10001A55";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"007";"A25";"HP";"HOSPITAL DEL CORAZON";"";"";"";"";"0";"0";"0";"1";"0";"11007A25";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"014";"A26";"HP";"HOSPITAL UNIVERSITARIO SAN LORENZO";"";"";"";"";"0";"0";"0";"1";"0";"11014A26";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A19";"HP";"SEYES SA";"";"";"";"";"0";"0";"0";"1";"0";"18030A19";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A20";"HP";"CENTRO DE HEMODIALISIS CERSA";"";"";"";"";"0";"0";"0";"1";"0";"18030A20";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A21";"HP";"CASA DIVINA PROVIDENCIA";"";"";"";"";"0";"0";"0";"1";"0";"18030A21";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A22";"HP";"INSTITUTO PRIVADO DEL NIÑO";"";"";"";"";"0";"0";"0";"1";"0";"18030A22";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A23";"HP";"CLINICA WATTIEZ";"";"";"";"";"0";"0";"0";"1";"0";"18030A23";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"10";".";"005";"A57";"HP";"CLINICA BUEN JESUS";"";"";"";"";"0";"0";"0";"1";"0";"11005A57";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"002";"A27";"HP";"CENTRO MEDICO TAVA";"";"";"";"";"0";"0";"0";"1";"0";"11002A27";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"006";"A28";"HP";"CLINICA SAN RAFAEL";"";"";"";"";"0";"0";"0";"1";"0";"11006A28";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"006";"A29";"HP";"CLINICA 11 DE SETIEMBRE";"";"";"";"";"0";"0";"0";"1";"0";"11006A29";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"006";"A30";"HP";"CENTRO PRIVADO ITAUGUA";"";"";"";"";"0";"0";"0";"1";"0";"11006A30";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"006";"A31";"HP";"CLINICA PRIVADA SAN MIGUEL";"";"";"";"";"0";"0";"0";"1";"0";"11006A31";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"006";"A32";"HP";"CLINICA DIVINO NIÑO";"";"";"";"";"0";"0";"0";"1";"0";"11006A32";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"006";"A33";"HP";"CENTRO PRIVADO NIÑO JESUS";"";"";"";"";"0";"0";"0";"1";"0";"11006A33";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"012";"A34";"HP";"CONSULTORIO LLERENA";"";"";"";"";"0";"0";"0";"1";"0";"11012A34";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
"11";".";"012";"A35";"HP";"SANATORIO MEDISUR";"";"";"";"";"0";"0";"0";"1";"0";"11012A35";"digies@mspbs.gov.py";"12";"2019";"0.0000000";"0.0000000";"0"
